TypeOfOperation,Duration of operation,QuantityofOxygenConsumed
3,3.006,45.09
2,5.486,82.29
3,6.256,93.84
4,2.417,36.255
3,1.578,23.67
3,4.008,60.12
3,9.065,135.975
3,10.345,155.175
3,2.417,36.255
3,4.008,60.12
2,8.341,125.115
1,9.065,135.975
4,3.006,45.09
3,5.486,82.29
4,6.256,93.84
3,2.417,36.255
3,1.578,23.67
4,4.008,60.12
4,9.065,135.975
4,10.345,155.175
2,2.417,36.255
3,4.008,60.12
4,8.341,125.115
3,9.065,135.975
2,3.006,45.09
4,5.486,82.29
3,6.256,93.84
3,2.417,36.255
3,1.578,23.67
3,4.008,60.12
2,9.065,135.975
4,10.345,155.175
4,2.417,36.255
3,4.008,60.12
3,8.341,125.115
3,9.065,135.975
3,3.006,45.09
4,3.006,45.09
3,5.486,82.29
3,6.256,93.84
5,2.417,36.255
3,1.578,23.67
4,4.008,60.12
2,9.065,135.975
3,10.345,155.175
4,2.417,36.255
4,4.008,60.12
3,8.341,125.115
2,9.065,135.975
3,3.006,45.09
4,5.486,82.29
3,6.256,93.84
3,2.417,36.255
3,1.578,23.67
3,4.008,60.12
3,9.065,135.975
3,10.345,155.175
2,2.417,36.255
1,4.008,60.12
4,8.341,125.115
3,9.065,135.975
4,3.006,45.09
3,5.486,82.29
3,6.256,93.84
4,2.417,36.255
4,1.578,23.67
4,4.008,60.12
2,9.065,135.975
3,10.345,155.175
4,2.417,36.255
3,4.008,60.12
2,8.341,125.115
4,9.065,135.975
3,3.006,45.09
1,3.006,45.09
2,5.486,82.29
3,6.256,93.84
4,2.417,36.255
5,1.578,23.67
4,4.008,60.12
2,9.065,135.975
4,10.345,155.175
1,2.417,36.255
3,4.008,60.12
2,8.341,125.115
3,9.065,135.975
4,3.006,45.09
5,5.486,82.29
4,6.256,93.84
2,2.417,36.255
4,1.578,23.67
1,4.008,60.12
3,9.065,135.975
3,10.345,155.175
3,2.417,36.255
3,4.008,60.12
3,8.341,125.115
3,9.065,135.975
3,3.006,45.09
3,5.486,82.29
2,6.256,93.84
4,2.417,36.255
4,1.578,23.67
3,4.008,60.12
3,9.065,135.975
3,10.345,155.175
3,2.417,36.255
4,4.008,60.12
3,8.341,125.115
3,9.065,135.975
5,3.006,45.09
3,3.006,45.09
4,5.486,82.29
2,6.256,93.84
3,2.417,36.255
4,1.578,23.67
4,4.008,60.12
3,9.065,135.975
2,10.345,155.175
3,2.417,36.255
4,4.008,60.12
3,8.341,125.115
3,9.065,135.975
3,3.006,45.09
3,5.486,82.29
3,6.256,93.84
3,2.417,36.255
2,1.578,23.67
1,4.008,60.12
4,9.065,135.975
3,10.345,155.175
4,2.417,36.255
3,4.008,60.12
3,8.341,125.115
4,9.065,135.975
4,3.006,45.09
4,5.486,82.29
2,6.256,93.84
3,2.417,36.255
4,1.578,23.67
3,4.008,60.12
2,9.065,135.975
4,10.345,155.175
3,2.417,36.255
3,4.008,60.12
3,8.341,125.115
3,9.065,135.975
2,3.006,45.09
4,3.006,45.09
4,5.486,82.29
3,6.256,93.84
3,2.417,36.255
3,1.578,23.67
3,4.008,60.12
4,9.065,135.975
3,10.345,155.175
3,2.417,36.255
5,4.008,60.12
3,8.341,125.115
4,9.065,135.975
2,3.006,45.09
3,5.486,82.29
4,6.256,93.84
4,2.417,36.255
3,1.578,23.67
2,4.008,60.12
3,9.065,135.975
4,10.345,155.175
3,2.417,36.255
3,4.008,60.12
3,8.341,125.115
3,9.065,135.975
3,3.006,45.09
3,5.486,82.29
2,6.256,93.84
1,2.417,36.255
4,1.578,23.67
3,4.008,60.12
4,9.065,135.975
3,10.345,155.175
3,2.417,36.255
4,4.008,60.12
4,8.341,125.115
4,9.065,135.975
2,3.006,45.09
3,3.006,45.09
4,5.486,82.29
3,6.256,93.84
2,2.417,36.255
4,1.578,23.67
3,4.008,60.12
1,9.065,135.975
2,10.345,155.175
3,2.417,36.255
4,4.008,60.12
5,8.341,125.115
4,9.065,135.975
2,3.006,45.09
4,5.486,82.29
1,6.256,93.84
3,2.417,36.255
2,1.578,23.67
3,4.008,60.12
4,9.065,135.975
5,10.345,155.175
4,2.417,36.255
2,4.008,60.12
4,8.341,125.115
1,9.065,135.975
3,3.006,45.09
3,5.486,82.29
3,6.256,93.84
3,2.417,36.255
3,1.578,23.67
3,4.008,60.12
3,9.065,135.975
3,10.345,155.175
2,2.417,36.255
4,4.008,60.12
4,8.341,125.115
3,9.065,135.975
3,3.006,45.09
3,3.006,45.09
3,5.486,82.29
4,6.256,93.84
3,2.417,36.255
3,1.578,23.67
5,4.008,60.12
3,9.065,135.975
4,10.345,155.175
2,2.417,36.255
3,4.008,60.12
4,8.341,125.115
4,9.065,135.975
3,3.006,45.09
2,5.486,82.29
3,6.256,93.84
4,2.417,36.255
3,1.578,23.67
3,4.008,60.12
3,9.065,135.975
3,10.345,155.175
3,2.417,36.255
3,4.008,60.12
2,8.341,125.115
1,9.065,135.975
4,3.006,45.09
3,5.486,82.29
4,6.256,93.84
3,2.417,36.255
3,1.578,23.67
4,4.008,60.12
4,9.065,135.975
4,10.345,155.175
2,2.417,36.255
3,4.008,60.12
4,8.341,125.115
3,9.065,135.975
2,3.006,45.09
4,3.006,45.09
3,5.486,82.29
3,6.256,93.84
3,2.417,36.255
3,1.578,23.67
2,4.008,60.12
4,9.065,135.975
4,10.345,155.175
3,2.417,36.255
3,4.008,60.12
3,8.341,125.115
3,9.065,135.975
4,3.006,45.09
3,5.486,82.29
3,6.256,93.84
5,2.417,36.255
3,1.578,23.67
4,4.008,60.12
2,9.065,135.975
3,10.345,155.175
4,2.417,36.255
4,4.008,60.12
3,8.341,125.115
2,9.065,135.975
3,3.006,45.09
4,5.486,82.29
3,6.256,93.84
3,2.417,36.255
3,1.578,23.67
3,4.008,60.12
3,9.065,135.975
3,10.345,155.175
2,2.417,36.255
1,4.008,60.12
4,8.341,125.115
3,9.065,135.975
4,3.006,45.09
3,3.006,45.09
3,5.486,82.29
4,6.256,93.84
4,2.417,36.255
4,1.578,23.67
2,4.008,60.12
3,9.065,135.975
4,10.345,155.175
3,2.417,36.255
2,4.008,60.12
4,8.341,125.115
3,9.065,135.975
1,3.006,45.09
2,5.486,82.29
1,6.256,93.84
2,2.417,36.255
3,1.578,23.67
4,4.008,60.12
5,9.065,135.975
4,10.345,155.175
2,2.417,36.255
4,4.008,60.12
1,8.341,125.115
3,9.065,135.975
2,3.006,45.09
3,5.486,82.29
4,6.256,93.84
5,2.417,36.255
4,1.578,23.67
2,4.008,60.12
4,9.065,135.975
1,10.345,155.175
3,2.417,36.255
3,4.008,60.12
3,8.341,125.115
3,9.065,135.975
3,3.006,45.09
3,3.006,45.09
3,5.486,82.29
3,6.256,93.84
2,2.417,36.255
4,1.578,23.67
4,4.008,60.12
3,9.065,135.975
3,10.345,155.175
3,2.417,36.255
3,4.008,60.12
4,8.341,125.115
3,9.065,135.975
3,3.006,45.09
5,5.486,82.29
3,6.256,93.84
4,2.417,36.255
2,1.578,23.67
3,4.008,60.12
4,9.065,135.975
4,10.345,155.175
3,2.417,36.255
2,4.008,60.12
3,8.341,125.115
4,9.065,135.975
3,3.006,45.09
3,5.486,82.29
3,6.256,93.84
3,2.417,36.255
3,1.578,23.67
3,4.008,60.12
2,9.065,135.975
1,10.345,155.175
4,2.417,36.255
3,4.008,60.12
4,8.341,125.115
3,9.065,135.975
3,3.006,45.09
4,3.006,45.09
4,5.486,82.29
4,6.256,93.84
2,2.417,36.255
3,1.578,23.67
4,4.008,60.12
3,9.065,135.975
2,10.345,155.175
4,2.417,36.255
3,4.008,60.12
3,8.341,125.115
3,9.065,135.975
3,3.006,45.09
2,5.486,82.29
4,6.256,93.84
4,2.417,36.255
3,1.578,23.67
3,4.008,60.12
3,9.065,135.975
3,10.345,155.175
4,2.417,36.255
3,4.008,60.12
3,8.341,125.115
5,9.065,135.975
3,3.006,45.09
4,5.486,82.29
2,6.256,93.84
3,2.417,36.255
4,1.578,23.67
4,4.008,60.12
3,9.065,135.975
2,10.345,155.175
3,2.417,36.255
4,4.008,60.12
3,8.341,125.115
3,9.065,135.975
3,3.006,45.09
3,3.006,45.09
3,5.486,82.29
3,6.256,93.84
2,2.417,36.255
1,1.578,23.67
4,4.008,60.12
3,9.065,135.975
4,10.345,155.175
3,2.417,36.255
3,4.008,60.12
4,8.341,125.115
4,9.065,135.975
4,3.006,45.09
2,5.486,82.29
3,6.256,93.84
4,2.417,36.255
3,1.578,23.67
2,4.008,60.12
4,9.065,135.975
3,10.345,155.175
1,2.417,36.255
2,4.008,60.12
3,8.341,125.115
4,9.065,135.975
5,3.006,45.09
4,5.486,82.29
2,6.256,93.84
4,2.417,36.255
1,1.578,23.67
3,4.008,60.12
2,9.065,135.975
3,10.345,155.175
4,2.417,36.255
5,4.008,60.12
4,8.341,125.115
2,9.065,135.975
4,3.006,45.09
1,3.006,45.09
3,5.486,82.29
3,6.256,93.84
3,2.417,36.255
3,1.578,23.67
3,4.008,60.12
3,9.065,135.975
3,10.345,155.175
3,2.417,36.255
2,4.008,60.12
4,8.341,125.115
4,9.065,135.975
3,3.006,45.09
3,5.486,82.29
3,6.256,93.84
3,2.417,36.255
4,1.578,23.67
3,4.008,60.12
3,9.065,135.975
5,10.345,155.175
3,2.417,36.255
4,4.008,60.12
2,8.341,125.115
3,9.065,135.975
4,3.006,45.09
4,5.486,82.29
3,6.256,93.84
2,2.417,36.255
3,1.578,23.67
4,4.008,60.12
3,9.065,135.975
3,10.345,155.175
3,2.417,36.255
3,4.008,60.12
3,8.341,125.115
3,9.065,135.975
2,3.006,45.09
1,3.006,45.09
4,5.486,82.29
3,6.256,93.84
4,2.417,36.255
3,1.578,23.67
3,4.008,60.12
4,9.065,135.975
4,10.345,155.175
4,2.417,36.255
2,4.008,60.12
3,8.341,125.115
4,9.065,135.975
3,3.006,45.09
2,5.486,82.29
4,6.256,93.84
3,2.417,36.255
3,1.578,23.67
3,4.008,60.12
3,9.065,135.975
2,10.345,155.175
4,2.417,36.255
4,4.008,60.12
3,8.341,125.115
3,9.065,135.975
3,3.006,45.09
3,5.486,82.29
4,6.256,93.84
3,2.417,36.255
3,1.578,23.67
5,4.008,60.12
3,9.065,135.975
4,10.345,155.175
2,2.417,36.255
3,4.008,60.12
4,8.341,125.115
4,9.065,135.975
3,3.006,45.09
2,3.006,45.09
3,5.486,82.29
4,6.256,93.84
3,2.417,36.255
3,1.578,23.67
3,4.008,60.12
3,9.065,135.975
3,10.345,155.175
3,2.417,36.255
2,4.008,60.12
1,8.341,125.115
4,9.065,135.975
3,3.006,45.09
4,5.486,82.29
3,6.256,93.84
3,2.417,36.255
4,1.578,23.67
4,4.008,60.12
4,9.065,135.975
2,10.345,155.175
3,2.417,36.255
4,4.008,60.12
3,8.341,125.115
2,9.065,135.975
4,3.006,45.09
3,5.486,82.29
1,6.256,93.84
2,2.417,36.255
3,1.578,23.67
4,4.008,60.12
5,9.065,135.975
4,10.345,155.175
2,2.417,36.255
4,4.008,60.12
1,8.341,125.115
3,9.065,135.975
2,3.006,45.09
3,3.006,45.09
4,5.486,82.29
5,6.256,93.84
4,2.417,36.255
2,1.578,23.67
4,4.008,60.12
1,9.065,135.975
3,10.345,155.175
3,2.417,36.255
3,4.008,60.12
3,8.341,125.115
3,9.065,135.975
3,3.006,45.09
3,5.486,82.29
3,6.256,93.84
2,2.417,36.255
4,1.578,23.67
4,4.008,60.12
3,9.065,135.975
3,10.345,155.175
3,2.417,36.255
3,4.008,60.12
4,8.341,125.115
3,9.065,135.975
3,3.006,45.09
5,5.486,82.29
3,6.256,93.84
4,2.417,36.255
2,1.578,23.67
3,4.008,60.12
4,9.065,135.975
4,10.345,155.175
3,2.417,36.255
2,4.008,60.12
3,8.341,125.115
4,9.065,135.975
3,3.006,45.09
3,3.006,45.09
3,5.486,82.29
3,6.256,93.84
3,2.417,36.255
3,1.578,23.67
2,4.008,60.12
1,9.065,135.975
4,10.345,155.175
3,2.417,36.255
4,4.008,60.12
3,8.341,125.115
3,9.065,135.975
4,3.006,45.09
4,5.486,82.29
4,6.256,93.84
2,2.417,36.255
3,1.578,23.67
4,4.008,60.12
3,9.065,135.975
2,10.345,155.175
4,2.417,36.255
3,4.008,60.12
3,8.341,125.115
3,9.065,135.975
3,3.006,45.09
2,5.486,82.29
4,6.256,93.84
4,2.417,36.255
3,1.578,23.67
3,4.008,60.12
3,9.065,135.975
3,10.345,155.175
4,2.417,36.255
3,4.008,60.12
3,8.341,125.115
5,9.065,135.975
3,3.006,45.09
4,3.006,45.09
2,5.486,82.29
3,6.256,93.84
4,2.417,36.255
4,1.578,23.67
3,4.008,60.12
2,9.065,135.975
3,10.345,155.175
4,2.417,36.255
3,4.008,60.12
3,8.341,125.115
3,9.065,135.975
3,3.006,45.09
3,5.486,82.29
3,6.256,93.84
2,2.417,36.255
1,1.578,23.67
4,4.008,60.12
3,9.065,135.975
4,10.345,155.175
3,2.417,36.255
3,4.008,60.12
4,8.341,125.115
4,9.065,135.975
4,3.006,45.09
2,5.486,82.29
3,6.256,93.84
4,2.417,36.255
3,1.578,23.67
2,4.008,60.12
4,9.065,135.975
3,10.345,155.175
1,2.417,36.255
2,4.008,60.12
1,8.341,125.115
2,9.065,135.975
3,3.006,45.09
4,3.006,45.09
5,5.486,82.29
4,6.256,93.84
2,2.417,36.255
4,1.578,23.67
1,4.008,60.12
3,9.065,135.975
2,10.345,155.175
3,2.417,36.255
4,4.008,60.12
5,8.341,125.115
4,9.065,135.975
2,3.006,45.09
4,5.486,82.29
1,6.256,93.84
3,2.417,36.255
3,1.578,23.67
3,4.008,60.12
3,9.065,135.975
3,10.345,155.175
3,2.417,36.255
3,4.008,60.12
3,8.341,125.115
2,9.065,135.975
4,3.006,45.09
4,5.486,82.29
3,6.256,93.84
3,2.417,36.255
3,1.578,23.67
3,4.008,60.12
4,9.065,135.975
3,10.345,155.175
3,2.417,36.255
5,4.008,60.12
3,8.341,125.115
4,9.065,135.975
2,3.006,45.09
3,3.006,45.09
4,5.486,82.29
4,6.256,93.84
3,2.417,36.255
2,1.578,23.67
3,4.008,60.12
4,9.065,135.975
3,10.345,155.175
3,2.417,36.255
3,4.008,60.12
3,8.341,125.115
3,9.065,135.975
3,3.006,45.09
2,5.486,82.29
1,6.256,93.84
4,2.417,36.255
3,1.578,23.67
4,4.008,60.12
3,9.065,135.975
3,10.345,155.175
4,2.417,36.255
4,4.008,60.12
4,8.341,125.115
2,9.065,135.975
3,3.006,45.09
4,5.486,82.29
3,6.256,93.84
2,2.417,36.255
4,1.578,23.67
3,4.008,60.12
3,9.065,135.975
3,10.345,155.175
3,2.417,36.255
2,4.008,60.12
4,8.341,125.115
4,9.065,135.975
3,3.006,45.09
3,3.006,45.09
3,5.486,82.29
3,6.256,93.84
4,2.417,36.255
3,1.578,23.67
3,4.008,60.12
5,9.065,135.975
3,10.345,155.175
4,2.417,36.255
2,4.008,60.12
3,8.341,125.115
4,9.065,135.975
4,3.006,45.09
3,5.486,82.29
2,6.256,93.84
3,2.417,36.255
4,1.578,23.67
3,4.008,60.12
3,9.065,135.975
3,10.345,155.175
3,2.417,36.255
3,4.008,60.12
3,8.341,125.115
2,9.065,135.975
1,3.006,45.09
4,5.486,82.29
3,6.256,93.84
4,2.417,36.255
3,1.578,23.67
3,4.008,60.12
4,9.065,135.975
4,10.345,155.175
4,2.417,36.255
2,4.008,60.12
3,8.341,125.115
4,9.065,135.975
3,3.006,45.09
2,3.006,45.09
4,5.486,82.29
3,6.256,93.84
1,2.417,36.255
2,1.578,23.67
3,4.008,60.12
4,9.065,135.975
5,10.345,155.175
4,2.417,36.255
2,4.008,60.12
4,8.341,125.115
1,9.065,135.975
3,3.006,45.09
2,5.486,82.29
3,6.256,93.84
4,2.417,36.255
5,1.578,23.67
4,4.008,60.12
2,9.065,135.975
4,10.345,155.175
1,2.417,36.255
3,4.008,60.12
3,8.341,125.115
3,9.065,135.975
3,3.006,45.09
3,5.486,82.29
3,6.256,93.84
3,2.417,36.255
3,1.578,23.67
2,4.008,60.12
4,9.065,135.975
4,10.345,155.175
3,2.417,36.255
3,4.008,60.12
3,8.341,125.115
3,9.065,135.975
4,3.006,45.09
3,3.006,45.09
3,5.486,82.29
5,6.256,93.84
3,2.417,36.255
4,1.578,23.67
2,4.008,60.12
3,9.065,135.975
4,10.345,155.175
4,2.417,36.255
3,4.008,60.12
2,8.341,125.115
3,9.065,135.975
4,3.006,45.09
3,5.486,82.29
3,6.256,93.84
3,2.417,36.255
3,1.578,23.67
3,4.008,60.12
3,9.065,135.975
2,10.345,155.175
1,2.417,36.255
4,4.008,60.12
3,8.341,125.115
4,9.065,135.975
3,3.006,45.09
3,5.486,82.29
4,6.256,93.84
4,2.417,36.255
4,1.578,23.67
2,4.008,60.12
3,9.065,135.975
4,10.345,155.175
3,2.417,36.255
2,4.008,60.12
4,8.341,125.115
3,9.065,135.975
3,3.006,45.09
3,3.006,45.09
3,5.486,82.29
2,6.256,93.84
4,2.417,36.255
4,1.578,23.67
3,4.008,60.12
3,9.065,135.975
3,10.345,155.175
3,2.417,36.255
4,4.008,60.12
3,8.341,125.115
3,9.065,135.975
5,3.006,45.09
3,5.486,82.29
4,6.256,93.84
2,2.417,36.255
3,1.578,23.67
4,4.008,60.12
4,9.065,135.975
3,10.345,155.175
2,2.417,36.255
3,4.008,60.12
4,8.341,125.115
3,9.065,135.975
3,3.006,45.09
3,5.486,82.29
3,6.256,93.84
3,2.417,36.255
3,1.578,23.67
2,4.008,60.12
1,9.065,135.975
4,10.345,155.175
3,2.417,36.255
4,4.008,60.12
3,8.341,125.115
3,9.065,135.975
4,3.006,45.09
4,3.006,45.09
4,5.486,82.29
2,6.256,93.84
3,2.417,36.255
4,1.578,23.67
3,4.008,60.12
2,9.065,135.975
4,10.345,155.175
3,2.417,36.255
1,4.008,60.12
2,8.341,125.115
3,9.065,135.975
4,3.006,45.09
5,5.486,82.29
4,6.256,93.84
2,2.417,36.255
4,1.578,23.67
1,4.008,60.12
3,9.065,135.975
2,10.345,155.175
3,2.417,36.255
4,4.008,60.12
5,8.341,125.115
4,9.065,135.975
2,3.006,45.09
4,5.486,82.29
1,6.256,93.84
3,2.417,36.255
3,1.578,23.67
3,4.008,60.12
3,9.065,135.975
3,10.345,155.175
3,2.417,36.255
3,4.008,60.12
3,8.341,125.115
2,9.065,135.975
4,3.006,45.09
4,3.006,45.09
3,5.486,82.29
3,6.256,93.84
3,2.417,36.255
3,1.578,23.67
4,4.008,60.12
3,9.065,135.975
3,10.345,155.175
5,2.417,36.255
3,4.008,60.12
4,8.341,125.115
2,9.065,135.975
3,3.006,45.09
4,5.486,82.29
4,6.256,93.84
3,2.417,36.255
2,1.578,23.67
3,4.008,60.12
4,9.065,135.975
3,10.345,155.175
3,2.417,36.255
3,4.008,60.12
3,8.341,125.115
3,9.065,135.975
3,3.006,45.09
2,5.486,82.29
1,6.256,93.84
4,2.417,36.255
3,1.578,23.67
4,4.008,60.12
3,9.065,135.975
3,10.345,155.175
4,2.417,36.255
4,4.008,60.12
4,8.341,125.115
2,9.065,135.975
3,3.006,45.09
4,3.006,45.09
3,5.486,82.29
2,6.256,93.84
4,2.417,36.255
3,1.578,23.67
3,4.008,60.12
3,9.065,135.975
3,10.345,155.175
2,2.417,36.255
4,4.008,60.12
4,8.341,125.115
3,9.065,135.975
3,3.006,45.09
3,5.486,82.29
3,6.256,93.84
4,2.417,36.255
3,1.578,23.67
3,4.008,60.12
5,9.065,135.975
3,10.345,155.175
4,2.417,36.255
2,4.008,60.12
3,8.341,125.115
4,9.065,135.975
4,3.006,45.09
3,5.486,82.29
2,6.256,93.84
3,2.417,36.255
4,1.578,23.67
3,4.008,60.12
3,9.065,135.975
3,10.345,155.175
3,2.417,36.255
3,4.008,60.12
3,8.341,125.115
2,9.065,135.975
1,3.006,45.09
4,3.006,45.09
3,5.486,82.29
4,6.256,93.84
3,2.417,36.255
3,1.578,23.67
4,4.008,60.12
4,3,45
4,5,75
2,6,90
3,2,30
4,1,15
3,4,60
2,9,135
4,10,150
3,2,30
1,4,60
2,8,120
1,9,135
2,3,45
3,3,45
4,5,75
5,6,90
4,2,30
2,1,15
4,4,60
1,9,135
3,10,150
2,2,30
3,4,60
4,8,120
5,9,135
4,3,45
2,5,75
4,6,90
1,2,30
3,1,15
3,4,60
3,9,135
3,10,150
3,2,30
3,4,60
3,8,120
3,9,135
2,3,45
4,5,75
4,6,90
3,2,30
3,1,15
3,4,60
3,9,135
4,10,150
3,2,30
3,4,60
5,8,120
3,9,135
4,3,45
2,3,45
3,5,75
4,6,90
4,2,30
3,1,15
2,4,60
3,9,135
4,10,150
3,2,30
3,4,60
3,8,120
3,9,135
3,3,45
3,5,75
2,6,90
1,2,30
4,1,15
3,4,60
4,9,135
3,10,150
3,2,30
4,4,60
4,8,120
4,9,135
2,3,45
3,5,75
4,6,90
3,2,30
2,1,15
4,4,60
3,9,135
3,10,150
3,2,30
3,4,60
2,8,120
4,9,135
4,3,45
3,3,45
3,5,75
3,6,90
3,2,30
4,1,15
3,4,60
3,9,135
5,10,150
3,2,30
4,4,60
2,8,120
3,9,135
4,3,45
4,5,75
3,6,90
2,2,30
3,1,15
4,4,60
3,9,135
3,10,150
3,2,30
3,4,60
3,8,120
3,9,135
2,3,45
1,5,75
4,6,90
3,2,30
4,1,15
3,4,60
3,9,135
4,10,150
4,2,30
4,4,60
2,8,120
3,9,135
4,3,45
3,3,45
2,5,75
4,6,90
3,2,30
1,1,15
2,4,60
3,9,135
4,10,150
5,2,30
4,4,60
2,8,15
4,9,60
1,3,135
3,5,150
2,6,30
3,2,60
4,1,120
5,4,135
4,9,45
2,10,75
4,2,90
1,4,30
3,8,15
3,9,60
3,3,135
3,5,150
3,6,30
3,2,60
3,1,120
3,4,135
2,9,45
4,10,75
4,2,90
3,4,30
3,8,15
3,9,60
3,3,135
4,3,150
3,5,30
3,6,60
5,2,120
3,1,135
4,4,45
2,9,45
3,10,75
4,2,90
4,4,30
3,8,15
2,9,60
3,3,135
4,5,150
3,6,30
3,2,60
3,1,15
3,4,60
3,9,135
3,10,150
2,2,30
1,4,60
4,8,120
3,9,135
4,3,45
3,5,75
3,6,90
4,2,30
4,1,15
4,4,60
2,9,135
3,10,150
4,2,30
3,4,60
2,8,120
4,9,135
3,3,45
3,3,45
3,5,75
3,6,15
2,2,60
4,1,135
4,4,150
3,9,30
3,10,60
3,2,120
3,4,135
4,8,45
3,9,75
3,3,90
5,5,30
3,6,15
4,2,60
2,1,135
3,4,150
4,9,30
4,10,60
3,2,120
2,4,135
3,8,45
4,9,75
3,3,90
3,5,30
3,6,15
3,2,60
3,1,135
3,4,150
2,9,30
1,10,60
4,2,120
3,4,135
4,8,45
3,9,45
3,3,75
4,3,90
4,5,30
4,6,15
2,2,60
3,1,135
4,4,150
3,9,30
2,10,60
4,2,30
3,4,60
1,8,120
2,9,135
3,3,45
4,5,75
5,6,90
4,2,30
2,1,15
4,4,60
1,9,15
3,10,60
2,2,135
3,4,150
4,8,30
5,9,60
4,3,120
2,5,135
4,6,45
1,2,75
3,1,90
3,4,30
3,9,15
3,10,60
3,2,135
3,4,150
3,8,30
3,9,60
2,3,120
4,3,135
4,5,45
3,6,75
3,2,90
3,1,30
3,4,15
4,9,60
3,10,135
3,2,150
5,4,30
3,8,60
4,9,120
2,3,135
3,5,45
4,6,45
4,2,75
3,1,90
2,4,30
3,9,15
4,10,60
3,2,135
3,4,150
3,8,30
3,9,60
3,3,45
3,5,75
2,6,90
1,2,30
4,1,15
3,4,60
4,9,135
3,10,150
3,2,30
4,4,60
4,8,120
4,9,135
2,3,45
3,3,45
4,5,75
3,6,90
2,2,30
4,1,15
3,4,60
3,9,135
3,10,150
3,2,30
2,4,60
4,8,120
4,9,135
3,3,45
3,5,75
3,6,90
3,2,30
4,1,15
3,4,60
3,9,135
5,10,150
3,2,30
4,4,60
2,8,120
3,9,135
4,3,45
4,5,75
3,6,90
2,2,30
3,1,15
4,4,60
3,9,135
3,10,150
3,2,30
3,4,60
3,8,120
3,9,135
2,3,45
1,3,45
4,5,75
3,6,90
4,2,30
3,1,15
3,4,60
4,9,135
4,10,150
4,2,30
2,4,60
3,8,120
4,9,135
3,3,45
2,5,75
4,6,90
3,2,30
1,1,15
2,4,60
1,9,135
2,10,150
3,2,30
4,4,60
5,8,120
4,9,135
2,3,45
4,5,75
1,6,90
3,2,30
2,1,15
3,4,60
4,9,135
5,10,150
4,2,30
2,4,60
4,8,120
1,9,135
3,3,45
3,3,45
3,5,75
3,6,90
3,2,30
3,1,15
3,4,60
3,9,135
2,10,150
4,2,30
4,4,60
3,8,120
3,9,135
3,3,45
3,5,75
4,6,90
3,2,30
3,1,15
5,4,60
3,9,135
4,10,150
2,2,30
3,4,60
4,8,120
4,9,135
3,3,45
2,5,75
3,6,90
4,2,30
3,1,15
3,4,60
3,9,135
3,10,150
3,2,30
3,4,60
2,8,120
1,9,135
4,3,45
3,3,45
4,5,75
3,6,90
3,2,30
4,1,15
4,4,60
4,9,135
2,10,150
3,2,30
4,4,60
3,8,120
2,9,135
4,3,45
3,5,75
3,6,90
3,2,30
3,1,15
2,4,60
4,9,135
4,10,150
3,2,30
3,4,60
3,8,120
3,9,135
4,3,45
3,5,75
3,6,90
5,2,30
3,1,15
4,4,60
2,9,135
3,10,150
4,2,30
4,4,60
3,8,120
2,9,135
3,3,45
4,3,45
3,5,75
3,6,90
3,2,30
3,1,15
3,4,60
3,9,135
2,10,150
1,2,30
4,4,60
3,8,120
4,9,135
3,3,45
3,5,75
4,6,90
4,2,30
4,1,15
2,4,60
3,9,135
4,10,150
3,2,30
2,4,60
4,8,120
3,9,135
1,3,45
2,5,75
3,6,90
4,2,30
5,1,15
4,4,60
2,9,135
4,10,150
1,2,30
3,4,60
2,8,120
3,9,135
4,3,45
5,3,45
4,5,75
2,6,90
4,2,30
1,1,15
3,4,60
3,9,135
3,10,150
3,2,30
3,4,60
3,8,120
3,9,135
3,3,45
2,5,75
4,6,90
4,2,30
3,1,15
3,4,60
3,9,135
3,10,150
4,2,30
3,4,60
3,8,120
5,9,135
3,3,45
4,5,75
2,6,90
3,2,30
4,1,15
4,4,60
3,9,135
2,10,150
3,2,30
4,4,60
3,8,120
3,9,135
3,3,45
3,3,45
3,5,75
3,6,90
2,2,30
1,1,15
4,4,60
3,9,135
4,10,150
3,2,30
3,4,60
4,8,120
4,9,135
4,3,45
2,5,75
3,6,90
4,2,30
3,1,15
2,4,60
4,9,135
3,10,150
3,2,30
3,4,60
3,8,120
2,9,135
4,3,45
4,5,75
3,6,90
3,2,30
3,1,15
3,4,60
4,9,135
3,10,150
3,2,30
5,4,60
3,8,120
4,9,135
2,3,45
3,3,45
4,5,75
4,6,90
3,2,30
2,1,15
3,4,60
4,9,135
3,10,150
3,2,30
3,4,60
3,8,120
3,9,135
3,3,45
2,5,75
1,6,90
4,2,30
3,1,15
4,4,60
3,9,135
3,10,150
4,2,30
4,4,60
4,8,120
2,9,135
3,3,45
4,5,75
3,6,90
2,2,30
4,1,15
3,4,60
1,9,135
2,10,150
3,2,30
4,4,60
5,8,120
4,9,135
2,3,45
4,3,45
1,5,75
3,6,90
2,2,30
3,1,15
4,4,60
5,9,135
4,10,150
2,2,30
4,4,60
1,8,120
3,9,135
3,3,45
3,5,75
3,6,90
3,2,30
3,1,15
3,4,60
3,9,135
2,10,150
4,2,30
4,4,60
3,8,120
3,9,135
3,3,45
3,5,75
4,6,90
3,2,30
3,1,15
5,4,60
3,9,135
4,10,150
2,2,30
3,4,60
4,8,120
4,9,135
3,3,45
2,3,45
3,5,75
4,6,90
3,2,30
3,1,15
3,4,60
3,9,135
3,10,150
3,2,30
2,4,60
1,8,120
